PO #,Invoice #,Invoice Date,Total Amount
PO00834403,SAJ/2018/10679,01/25/2018,$121.50,
PO00833395,SAJ/2018/10678,01/25/2018,$157.50,
PO00833619,SAJ/2018/10677,01/25/2018,$125.00,
PO00830226,SAJ/2018/10676,01/25/2018,$125.00,
PO00833616,SAJ/2018/10675,01/25/2018,$100.00,
PO00833624,SAJ/2018/10674,01/25/2018,$135.00,
PO00835191,SAJ/2018/10673,01/25/2018,$126.00,
PO00833457,SAJ/2018/10672,01/25/2018,$92.75,
PO00834386,SAJ/2018/10671,01/25/2018,$126.00,
PO00833650,SAJ/2018/10670,01/25/2018,$178.92,
PO00833489,SAJ/2018/10669,01/25/2018,$122.50,
PO00834123,SAJ/2018/10668,01/25/2018,$127.50,
PO00832762,SAJ/2018/10667,01/25/2018,$97.50,
PO00832264,SAJ/2018/10666,01/25/2018,$97.50,
PO00834453,SAJ/2018/10665,01/25/2018,$135.00,
PO00834137,SAJ/2018/10664,01/25/2018,$106.25,
