PO #,Invoice #,Invoice Date,Total Amount
PO00667519,SAJ/2017/1427,04/10/2017,$125.00,
PO00666829,SAJ/2017/1426,04/10/2017,$295.00,
PO00668277,SAJ/2017/1425,04/10/2017,$241.00,
PO00666919,SAJ/2017/1424,04/10/2017,$135.00,
PO00666845,SAJ/2017/1423,04/10/2017,$92.75,
PO00667021,SAJ/2017/1422,04/10/2017,$92.75,
PO00667566,SAJ/2017/1421,04/10/2017,$280.00,
PO00666507,SAJ/2017/1420,04/10/2017,$92.75,
PO00668929,SAJ/2017/1419,04/10/2017,$122.50,
PO00665999,SAJ/2017/1418,04/10/2017,$122.50,
PO00666979,SAJ/2017/1417,04/10/2017,$92.75,
PO00667736,SAJ/2017/1416,04/10/2017,$92.75,
PO00665546,SAJ/2017/1412,04/10/2017,$92.75,
PO00666001,SAJ/2017/1411,04/10/2017,$157.50,
PO00666385,SAJ/2017/1410,04/10/2017,$92.75,
PO00666223,SAJ/2017/1409,04/10/2017,$122.50,
PO00664652,SAJ/2017/1408,04/10/2017,$170.00,
PO00665648,SAJ/2017/1407,04/10/2017,$90.25,
