PO #,Invoice #,Invoice Date,Total Amount
PO00810739,SAJ/2017/9689,12/28/2017,$548.00,
PO00804942,SAJ/2017/9688,12/28/2017,$508.00,
PO00807698,SAJ/2017/9687,12/28/2017,$342.50,
PO00798326,SAJ/2017/9686,12/28/2017,$342.50,
PO00790212,SAJ/2017/9685,12/28/2017,$175.00,
PO00798183,SAJ/2017/9684,12/28/2017,$342.50,
PO00803015,SAJ/2017/9683,12/28/2017,$1824.00,
PO00777411,SAJ/2017/9682,12/28/2017,$88.50,
PO00811960,SAJ/2017/9681,12/28/2017,$195.00,
PO00821587,SAJ/2017/9680,12/28/2017,$92.75,
PO00821498,SAJ/2017/9679,12/28/2017,$92.75,
PO00821396,SAJ/2017/9678,12/28/2017,$239.00,
PO00821416,SAJ/2017/9677,12/28/2017,$97.50,
PO00820970,SAJ/2017/9676,12/28/2017,$120.50,
