PO #,Invoice #,Invoice Date,Total Amount
PO00726498,SAJ/2017/5210,07/31/2017,$88.50,
PO00731926,SAJ/2017/5183,07/31/2017,$97.50,
PO00733331,SAJ/2017/5182,07/31/2017,$127.50,
PO00733916,SAJ/2017/5181,07/31/2017,$140.00,
PO00731080,SAJ/2017/5180,07/31/2017,$92.75,
PO00729909,SAJ/2017/5179,07/31/2017,$97.50,
PO0061617SA-6,SAJ/2017/5177,07/31/2017,$467.46,
PO00731388,SAJ/2017/5176,07/31/2017,$92.75,
PO00731594,SAJ/2017/5175,07/31/2017,$81.00,
PO00731258,SAJ/2017/5174,07/31/2017,$291.00,
PO00731313,SAJ/2017/5173,07/31/2017,$133.75,
PO00730455,SAJ/2017/5172,07/31/2017,$97.50,
PO00731103,SAJ/2017/5170,07/31/2017,$175.00,
PO00729074,SAJ/2017/5169,07/31/2017,$106.00,
PO00731957,SAJ/2017/5168,07/31/2017,$413.50,
PO00732476,SAJ/2017/5167,07/31/2017,$136.50,
PO00731009,SAJ/2017/5166,07/31/2017,$150.00,
PO00731417,SAJ/2017/5165,07/31/2017,$135.00,
PO00729264,SAJ/2017/5164,07/31/2017,$92.75,
