PO #,Invoice #,Invoice Date,Total Amount
PO00781441,SAJ/2017/8096,10/24/2017,$230.00,
PO00784040,SAJ/2017/8095,10/24/2017,$97.50,
PO00783630,SAJ/2017/8094,10/24/2017,$157.50,
PO00783770,SAJ/2017/8093,10/24/2017,$73.75,
PO00784990,SAJ/2017/8092,10/24/2017,$180.00,
PO00783710,SAJ/2017/8091,10/24/2017,$260.00,
PO00784211,SAJ/2017/8090,10/24/2017,$117.50,
PO00783449,SAJ/2017/8089,10/24/2017,$122.50,
PO00784213,SAJ/2017/8088,10/24/2017,$105.00,
PO00784406,SAJ/2017/8087,10/24/2017,$135.00,
PO00783851,SAJ/2017/8086,10/24/2017,$175.00,
PO00782994,SAJ/2017/8085,10/24/2017,$92.75,
PO00784166,SAJ/2017/8084,10/24/2017,$92.75,
PO00783873,SAJ/2017/8083,10/24/2017,$92.75,
